SerialNumber,Shana,Machoz,Ms_Nefashot,Minn,Gil,MatzavMishp,Pop_Group,DatSafa_C,HesderDiyur,ShnotLimudKlali_C,MatzavTaasuka_C,HachnasaKolelet,HachnasaAvoda,SemelMishlach_wp,OverVashav,OverVaMaakav,OverVaI1,OverVaI2,OverVaI3,OverVaI4,OverVaI5,OverVaI6,OverVaI7,OverVaAcher,OverVaEruim1,OverVaEruim2,OverVaEruim3,HeshbonMaakav,KartisAshKama,KartisAshP1,KartisAshP2,KartisAshP3,KartisAshP4,KartisAshS1,KartisAshS2,KartisAshS3,KartisAshS4,KartisAshS5,KartisAshS6,KartisAshS7,KartisAshNechsam,Mashkanta1,MashkantaMekorot,Halvaa,Halvaa2,Halvaa3,Halvaa4,Halvaa5,Halvaa6,Halvaa7,Halvaa8,Halvaa9,Halvaa10,Hovot,Hovot2,Hovot3,Hovot4,Hovot5,Hovot6,Hovot7,Hovot8,Hovot9,HovotLechatzim,Hashkaot1,Hashkaot2,Hashkaot3,Hashkaot4,Hashkaot5,Hashkaot6,Hashkaot7,Hashkaot8,Hashkaot9,Hashkaot10,HashkaotMaclit,Bituhim1,Bituhim2,Bituhim3,Bituhim4,Bituhim5,Bituhim6,SherutY1,SherutY2,SherutY3,SherutY4,SherutY5,SherutY6,NosCas1,NosCas2,NosCas3,NosCas4,HishuvRibit,HishuvRibitDribit,ShiurRibitBank,HipusM1,HipusM2,HipusM3,HipusM4,HipusM5,HipusM6,HipusM7,HipusM8,HipusM9,NoseCaspiM1,NoseCaspiM2,NoseCaspiM3,NoseCaspiM4,NoseCaspiM5,NoseCaspiM6,NoseCaspiM7,NoseCaspiM8,NoseCaspiM9,NoseCaspiM10,NoseCaspiHarhavaNihul,NoseCaspiHarhavaCarhanut,NoseCaspiHarhavaHalvaot,NoseCaspiHarhavaHishonot,NoseCaspiHarhavaBituhim,NoseCaspiHarhavaMashkanta,NoseCaspiHarhavaEynCoreh,MekorotM1,MekorotM2,MekorotM3,MekorotM4,MekorotM5,MekorotM6,MekorotM7,MekorotM8,MekorotM9,MekorotM10,MakorMuadaf,MakorMahooM,RamatYedaMash,nn
987,2012,2,2,2,1,1,2,1,1,5,3,4,,10,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,2,2,2,2,2,2,2,1,,,2,1,1,1,1,1,3,,,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,200,5,1,4,5,4,1,1,1,2,,,1,4,1,4,1,2,2,3,2,3,1,1,0,1,0,0,0,1,1,1,3,3,2,2,2,,,1,2,4,8039.785613
988,2012,2,3,2,10,3,2,1,1,3,3,2,,10,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,2,2,2,2,2,2,2,,,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,,1,2,2,2,2,2,2,,,,,4,4392.890405
989,2012,2,3,2,2,1,2,2,1,5,2,6,,10,1,2,1,1,1,1,2,,,1,1,3,1,2,2,1,1,1,2,1,2,2,1,1,,,1,2,,2,1,2,2,2,2,1,2,,,2,1,2,4,3,1,,,,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,1020,1,4,2,2,2,2,2,2,2,2,,2,1,4,3,2,4,5,4,3,3,1,0,0,0,1,1,0,2,2,2,2,2,2,2,2,,,,,4,1057.59041
990,2012,2,1,1,2,5,1,3,4,5,3,11,,10,1,4,2,2,1,2,1,,,1,3,3,1,3,2,2,2,1,2,2,1,1,1,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,3,1,4,4,,4,2,2,2,2,2,2,2,3,3,3,3,,2,4,2,1,2,2,1,1,2,,,2,1,2,2,2,3,3,2,3,5,1,0,1,1,1,1,0,1,2,1,1,1,2,1,2,,,2,,4,6455.650322
991,2012,2,6,1,2,5,2,1,1,5,1,98,6,4,1,2,1,1,1,1,1,,,2,1,1,1,3,4,2,1,2,1,1,1,2,1,1,,,2,2,,2,1,1,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,1,1,1,2,1,4,1,2,2,2,1,2,2,1,1,1,1,1020,3,2,3,2,2,2,2,2,2,,,1,4,1,4,1,2,1,3,4,1,0,0,1,1,0,0,0,1,2,2,2,1,1,2,2,,,1,5,4,2609.669185
992,2012,2,4,1,3,1,2,3,2,6,1,8,8,3,1,2,1,1,1,2,1,,,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,,,2,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,1,1,1,1,1,2,2,2,,,,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1020,3,3,4,4,5,1,2,2,2,,,1,4,2,4,3,1,3,3,4,2,0,1,0,0,0,0,0,1,1,1,3,1,1,1,3,,,1,3,4,5108.778291
993,2012,3,1,2,1,5,1,3,3,5,1,2,,6,2,,,,,,,,,,,,,3,2,2,1,3,2,3,3,3,3,3,1,כרטיס שהקבוצ מנפיק,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,2,1,2,2,2,,,1,4,1,3,3,3,4,4,3,4,0,0,0,1,1,1,0,1,2,1,2,2,2,2,2,,,2,,4,3151.100043
994,2012,4,3,2,3,1,2,1,1,6,2,3,,10,1,4,2,1,1,2,1,,,2,3,2,1,2,1,,,,,,,,,,,,,2,,2,1,,,,,,1,,,2,,4,5,5,,,1,בנקים,1,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1020,2,1,3,3,3,1,1,2,2,,,2,2,3,3,2,3,3,4,4,5,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,,,1,8,4,1001.625612
995,2012,4,4,2,7,1,1,3,1,6,1,10,8,1,1,3,1,1,1,1,1,,,2,1,1,1,1,4,2,1,2,2,1,2,1,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,1,2,,,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1020,1,1,5,5,4,1,3,2,2,,,1,4,1,4,2,2,3,4,4,2,0,0,0,0,0,0,1,1,1,1,2,1,1,2,3,,,,,4,4208.873196
996,2012,4,3,2,2,3,1,3,1,4,3,2,,10,1,4,1,,1,1,,,,2,2,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,1,4,1,1,1,1,,,1,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,1,1,3,1,1,1,1,2,,,1,2,2,3,2,1,2,2,4,5,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,,,1,2,4,6094.200752
997,2012,4,3,1,2,1,1,3,2,4,1,7,6,3,2,,,,,,,,,,,,,2,2,,1,,,,,1,,,,,1,2,,2,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,2,1,,,,,1,2,2,2,2,2,2,1,,,,,2,1,1,2,2,2,2,3,2,,,2,3,2,3,1,2,3,2,3,2,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,,,,,4,3961.639045
998,2012,4,5,2,5,1,1,3,1,6,1,9,8,0,1,2,,1,,,,,,1,1,1,1,2,3,2,1,2,2,1,1,1,2,1,,,2,1,1,2,1,,,,,,,1,"הלוואה מארה""ב",1,,,,,,,,,,1,1,1,1,1,1,,,,,2,,1,,1,1,1,2,2,2,2,2,2,3,1,3,2,1020,3,4,2,2,2,2,2,2,2,,,1,3,1,4,2,3,4,2,2,3,1,1,1,0,0,1,0,1,1,1,2,2,2,1,1,,,1,3,4,3853.782862
999,2012,7,3,2,2,1,1,3,2,6,1,6,6,0,1,3,1,1,,1,,,,1,5,2,1,2,2,2,1,2,2,1,2,3,2,1,,,2,2,,2,2,2,2,2,2,2,1,,,1,,,,,,,,,,2,1,1,1,3,1,2,2,,,5,2,2,1,1,2,1,2,2,2,2,2,2,3,1,3,1,1020,1,1,2,2,2,2,2,2,2,,,2,3,2,4,1,2,4,3,3,5,1,1,1,1,1,1,0,2,1,1,2,2,2,1,1,,,2,,4,4131.859184
1000,2012,4,5,1,7,1,1,3,1,6,1,10,10,0,1,2,1,1,1,1,2,,,2,5,2,1,1,5,2,1,1,2,2,1,2,2,1,1,"כרטיס של ""חבר""",2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,2,1,1,1,1,,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1020,1,3,2,2,2,3,1,1,2,,,1,3,1,4,1,2,2,3,4,2,0,0,0,0,1,0,0,1,3,2,1,1,2,1,2,,,1,4,4,4086.643744
1001,2012,4,4,2,4,1,1,3,1,4,1,7,6,3,1,2,,1,,,,,,2,1,1,1,1,4,,1,,,2,1,1,1,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,1,2,2,1,2,2,2,2,,,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1020,2,4,2,2,2,2,2,2,2,,,1,1,1,2,2,2,4,4,2,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,,,1,5,4,3646.837765
1002,2012,4,4,1,4,1,1,3,1,5,1,7,8,10,1,2,1,1,1,1,1,,,1,2,2,1,1,3,2,1,2,2,1,1,1,1,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,3,3,2,,1,2,1,,,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,1020,5,4,1,1,1,1,1,1,2,,,3,3,1,3,1,5,4,4,3,3,1,1,0,1,1,0,0,2,3,2,2,2,2,2,2,,,,,4,5490.979649
1003,2012,4,3,1,9,1,1,3,1,6,1,9,7,1,1,3,1,1,2,1,1,,,2,1,5,1,1,3,1,1,2,2,1,1,1,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,1,1,2,2,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,3,3,3,5,1,3,5,2,2,,,1,3,1,4,2,2,3,3,4,2,0,0,0,1,0,0,0,1,1,2,1,1,2,2,,,,1,1,4,3135.051054
1004,2012,5,2,1,1,5,1,3,1,5,3,2,,10,1,5,2,2,1,1,2,,,3,2,2,2,6,2,1,1,1,2,1,1,1,2,1,,,3,2,,2,2,2,2,2,2,2,1,,,1,,,,,,,,,,2,1,2,2,2,2,2,1,2,,1,1,2,2,1,2,2,2,2,2,2,2,1,3,3,2,1,1020,3,1,2,2,2,2,2,2,2,,,4,4,5,2,3,2,3,4,3,5,1,1,0,1,1,0,0,1,2,1,2,2,2,1,1,,,1,7,4,5512.522501
1005,2012,5,7,1,5,1,1,3,1,6,1,5,4,1,1,3,1,2,1,2,2,,,1,5,3,1,2,2,1,1,1,2,1,2,1,1,1,,,2,2,,2,1,2,2,2,2,1,1,,,2,1,1,1,4,1,1,,,2,2,3,3,3,3,2,2,2,,,,4,2,2,1,4,2,2,2,2,2,2,2,3,3,3,3,1020,3,1,1,1,1,1,1,1,2,,,2,1,5,3,2,1,2,3,4,5,1,1,1,1,0,0,0,1,2,1,2,2,2,3,2,,,2,,4,4628.991278
1006,2012,6,2,2,2,1,1,3,4,6,1,6,6,3,1,2,1,1,1,1,1,,,1,3,2,1,2,2,2,1,2,2,1,1,1,2,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,3,1,1020,3,2,5,4,2,2,5,1,2,,,1,3,1,4,1,1,1,4,4,1,0,0,0,0,1,1,0,1,2,1,1,1,2,2,2,,,2,,4,3610.482329
1007,2012,6,5,2,5,1,1,3,2,6,3,6,,10,1,3,1,1,1,2,1,,,2,5,5,1,1,3,2,1,1,2,2,1,1,2,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,,,,1,1,1,,,1,"יחידות השתתפות - גבעות יה""ש",1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1020,1,4,5,3,5,5,2,2,2,,,2,1,1,3,1,1,3,3,3,3,0,0,1,0,1,1,0,2,2,1,1,1,2,1,2,,,1,7,4,4756.334125
1008,2012,1,6,2,6,1,1,3,2,4,2,9,,10,2,,,,,,,,,,,,,2,4,1,1,2,1,1,2,1,1,1,,,1,2,,2,1,1,,,,,1,1,עיריה,2,,5,5,5,,,,,2,2,1,1,1,1,1,2,2,,,1,1,4,4,,4,,1,1,2,1,1,2,3,1,3,3,2,1,1,1,2,1,1,1,1,2,,,1,1,1,3,1,1,5,5,4,5,1,1,1,1,0,0,0,2,2,2,2,2,2,1,2,,,1,7,5,4122.119792
1009,2012,1,1,1,8,5,1,3,2,6,2,11,,10,1,3,1,1,1,1,,,,2,4,3,1,1,2,2,2,2,1,1,2,1,2,2,,,2,2,,2,1,1,2,2,2,2,2,,,2,1,1,1,3,1,1,,,2,2,2,2,1,2,2,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1020,1,1,3,5,3,1,1,1,2,,,3,1,3,4,2,2,4,4,2,5,1,0,0,1,1,1,0,1,1,1,1,1,1,1,2,,,2,,5,3958.711727
1010,2012,1,6,1,7,1,2,1,1,3,2,1,,10,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,5,4,1,1,2,1,2,1,2,2,,1,2,2,3,2,3,2,3,2,,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,5,2065.079513
1011,2012,2,3,1,6,3,1,3,1,4,1,4,2,6,1,2,1,1,,,,,,2,5,5,1,1,3,1,1,2,1,1,3,1,1,2,,,2,2,,2,1,1,2,2,1,2,2,,,1,,,,,,,,,,2,2,2,1,2,2,2,2,2,,1,4,4,4,,4,,2,2,2,2,2,2,1,1,1,1,,5,4,5,5,5,5,5,1,2,,,1,1,3,1,2,4,1,4,3,5,1,1,1,1,0,1,0,1,,,1,1,,,,,,1,4,5,4285.654002
1012,2012,2,3,2,4,3,1,3,1,4,1,5,4,3,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,1,2,2,2,,,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1050,3,3,2,2,2,2,2,2,2,2,,2,1,1,3,1,3,3,3,2,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,1,5,5,3816.92814
1013,2012,2,7,2,4,1,2,1,1,2,3,5,,10,1,3,,,,,,,,1,,2,,2,2,,1,,,,,,1,,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,,5,1,2,2,2,2,2,2,2,,,2,1,3,2,2,2,3,5,4,5,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,5,6389.066019
1014,2012,2,6,2,1,5,2,3,1,5,3,1,,10,1,5,1,1,2,1,1,,,1,2,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,4,4,4,1,4,,2,2,2,2,2,2,2,1,2,1,20,3,3,5,5,5,4,4,3,2,,,1,1,2,4,2,2,2,4,2,2,1,0,0,0,0,0,0,2,1,1,2,2,1,2,3,,,,,5,5751.408288
1015,2012,3,1,1,10,2,1,3,2,3,3,11,,10,1,2,,1,1,,,,,2,,,2,1,3,,,1,,1,,1,,1,,,1,2,,2,,,,,,1,1,,,2,3,1,1,1,1,5,,,2,1,2,2,2,2,2,2,2,,,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,3,1,1020,1,4,1,5,,,1,2,2,1,3,1,2,2,4,2,1,3,4,2,,0,1,0,0,0,0,0,1,1,1,,,,,,,,1,2,5,4819.060585
1016,2012,3,4,1,8,1,2,1,1,5,1,6,6,4,1,2,2,1,1,2,1,,,2,5,3,1,2,2,2,1,1,2,1,3,1,1,1,,,1,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,3,3,1,2,2,2,2,,,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1020,2,2,2,5,3,2,2,2,2,,,2,1,2,4,2,2,3,4,3,5,1,1,0,1,0,0,0,1,1,1,2,1,2,2,2,,,1,5,5,4420.731529
1017,2012,4,2,2,2,5,1,3,2,4,1,3,1,4,1,2,1,2,1,1,1,,,2,1,1,1,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,,1,3,5,5,3,5,4,2,2,,,2,5,1,5,1,1,5,5,5,5,0,0,0,0,1,0,0,1,1,3,1,1,1,1,3,,,1,7,5,3637.649816
1018,2012,4,3,2,1,5,1,3,1,5,1,9,2,1,,,,,,,,,,,,,,3,2,2,1,2,2,1,1,1,1,1,1,,3,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,2,1,1,2,3,3,3,,,8,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,,5,4,2,1,2,1,2,1,2,1,,2,3,3,,2,2,3,2,2,2,0,1,0,0,0,0,0,2,1,1,3,3,3,3,3,3,,,,5,2821.685175
1019,2012,5,4,1,3,5,1,3,2,5,1,5,1,4,1,2,1,1,1,2,1,,,2,4,4,4,1,2,1,1,3,2,1,2,2,2,2,,,1,2,,1,,,,,,,,,,2,5,1,1,1,1,1,,,2,1,2,2,2,2,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1020,1,3,3,1,5,1,1,1,2,,,1,1,2,2,1,1,3,4,4,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,,1,8,5,3676.527101
1020,2012,6,3,2,1,5,1,3,1,4,1,9,6,10,1,2,1,1,2,1,2,,,2,1,1,5,2,2,2,2,2,2,2,1,1,1,2,1,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,1,2,2,2,2,,,1,2,2,2,1,2,1,2,2,2,2,2,2,3,1,3,1,1020,4,3,2,2,2,2,2,2,2,,,1,4,1,4,1,2,3,2,4,1,1,1,0,1,0,0,0,2,2,1,1,1,1,2,1,,,1,4,5,2821.685175
1021,2012,6,2,2,4,3,1,3,2,5,1,4,1,9,1,2,2,2,2,1,2,2,,2,3,3,1,1,2,,1,,1,1,1,1,1,,,,1,2,,2,1,,,,,,,,,2,,5,,5,,,,,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,1,1,3,,5,2,1,2,,,2,2,3,3,2,2,5,5,5,5,1,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,,,,5,3335.290722
1022,2012,6,5,1,1,5,1,3,1,4,3,8,,10,1,2,2,1,2,2,1,,,2,2,,1,3,1,,,,,,,,,,,,,2,,2,1,2,1,2,1,1,1,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,5,2,1,1,1,1,2,2,2,,,2,2,2,2,2,3,2,3,2,3,1,0,0,1,0,0,0,2,3,2,2,2,2,2,2,,,,,5,3502.353556
1023,2012,,2,1,10,1,1,3,1,4,1,6,7,4,1,2,1,2,2,1,1,,,2,1,1,1,1,3,,1,2,,1,1,1,1,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,1,2,1,2,2,,,1,2,1,1,1,2,1,2,2,2,2,2,2,3,1,1,1,1020,1,2,2,3,2,1,1,1,2,,,1,5,1,4,1,1,1,4,4,1,1,0,1,0,1,0,0,2,1,1,2,1,2,2,,,,1,5,5,4920.317674
1024,2012,7,6,1,3,1,1,3,2,5,2,5,,10,1,3,,,1,,,,,1,5,5,1,2,3,1,,1,,,1,,,,,,2,2,,2,1,,,,,,,1,"גמ""ח שערי חסד",2,,,,4,5,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,3,,,,,5,4,,,2,,,,2,,,1,2,3,,1,2,4,4,3,,1,0,0,0,0,0,0,,,,,,,1,,,,1,7,5,4061.16366
1025,2012,7,5,1,3,1,1,3,1,6,1,5,3,0,1,2,1,2,1,1,,,,1,4,1,1,2,5,2,2,2,2,1,1,1,2,1,,,2,2,,2,2,2,2,2,2,2,2,1,מעשרות,2,1,1,1,3,1,2,1,9998,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1020,2,4,,1,1,1,1,2,2,1,9998,1,2,1,5,1,1,5,5,4,5,0,1,0,0,0,0,0,1,2,1,2,1,1,1,1,,,1,5,5,3676.527101
1026,2012,3,4,2,3,1,1,3,1,6,1,10,8,0,1,2,1,1,2,2,2,2,,2,4,1,1,1,4,2,2,2,2,1,1,2,2,2,,,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,2,2,2,2,2,,1,1,1,1,1020,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,3431.26331
1027,2012,2,4,1,4,1,1,3,4,6,1,10,10,0,1,2,2,1,2,2,1,,,2,1,1,1,1,4,2,1,2,2,2,2,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,1,2,1,1,1,1,1,,,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1020,1,1,5,1,1,1,3,4,3,,,1,3,1,4,2,2,3,2,3,2,0,0,0,1,1,0,0,1,1,2,2,1,1,1,1,,,1,7,1,4143.748082
1028,2012,2,5,1,1,5,2,2,1,5,1,98,1,3,1,2,1,1,1,1,1,,,2,3,1,1,3,3,2,1,2,2,1,1,1,1,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,4,3,3,3,3,3,3,3,,,1,2,3,4,2,2,2,1,1,3,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,1,6,2,2750.797275
1029,2012,3,7,1,2,5,2,1,1,4,1,6,3,6,1,2,1,2,1,1,1,,,,2,1,1,2,2,1,2,3,2,1,3,1,1,3,,,2,2,,2,1,3,2,2,1,1,,,,1,,,,,,,,,,2,3,2,2,1,,1,2,,,8,1,2,2,1,2,3,2,2,2,2,2,2,3,1,3,3,,5,3,5,5,1,,1,1,3,,,1,1,1,1,1,1,5,2,4,5,1,0,0,1,0,0,0,1,1,1,3,1,,1,3,,,2,,2,3013.672096
1030,2012,6,4,1,1,5,1,3,1,4,3,98,,10,1,4,1,1,1,1,1,,,2,5,2,1,3,1,,,,,,,,,,,,,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1020,2,1,3,2,3,3,2,3,3,1,אייפון,2,3,1,4,1,1,1,2,4,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,,,1,5,2,3390.296277
1031,2012,3,3,1,2,1,1,3,2,6,3,5,,10,1,3,1,,1,1,,,,2,3,1,1,1,3,2,1,1,2,2,2,1,2,1,,,2,1,1,2,1,2,2,2,2,2,1,,,2,1,1,3,1,1,4,,,2,1,2,2,2,2,2,2,2,2,,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1020,1,3,1,1,3,1,1,1,3,,,1,3,2,4,2,2,3,4,2,3,0,1,1,0,1,1,0,2,2,1,2,1,1,1,1,,,1,7,3,6927.073418
1032,2012,4,4,2,5,1,1,3,1,6,1,10,8,3,1,2,1,1,1,1,1,,,1,3,1,1,1,5,2,1,2,2,1,1,,2,1,,,2,1,1,2,1,2,2,2,1,2,2,2,,1,,,,,,,,,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1200,1,2,3,5,5,5,3,3,3,,,1,4,1,3,1,2,1,4,4,2,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,,,1,5,3,3169.731809
1033,2012,6,2,1,10,1,1,3,1,6,3,5,,10,1,3,1,1,,,,,,2,4,1,1,1,4,2,1,1,1,,,,1,1,,,2,1,1,2,1,1,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,3,1020,3,1,4,5,1,1,1,1,3,,,1,2,1,2,1,3,5,4,4,5,1,1,0,0,1,0,0,1,1,2,,1,2,2,2,,,2,,3,4353.165005
1034,2012,7,7,1,3,1,1,3,1,6,1,8,5,9,1,3,1,1,1,1,1,,,2,3,1,1,1,4,2,1,2,1,2,2,1,1,1,,,2,1,2,2,1,1,2,2,1,2,1,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,1,4,1,3,3,1,1,2,1,1,2,2,3,3,1,3,1,,5,3,1,1,2,1,1,1,3,,,2,2,1,2,1,2,3,3,3,2,1,1,0,1,0,0,0,2,2,1,2,1,1,1,3,,,2,,3,4449.138409
1035,2012,4,2,2,2,5,1,3,2,4,1,7,6,4,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,5,4,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,3,4,3,3,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,4,3248.227337
1036,2012,6,3,2,6,1,1,3,2,5,1,8,4,9,1,3,1,,,,,,,2,1,1,1,4,2,2,1,2,2,1,2,2,3,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1020,2,3,1,1,1,3,1,1,3,2,,1,2,2,5,2,1,3,3,3,2,1,1,1,1,1,1,0,3,1,1,3,1,1,1,3,3,,1,3,4,4208.541065
1037,2012,7,4,2,2,1,1,3,2,4,1,7,7,1,1,3,1,2,1,1,2,,,1,1,1,1,2,3,2,1,2,2,1,2,1,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,2,2,1,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1020,3,3,1,1,5,1,1,1,3,,,1,5,1,5,2,2,3,3,3,2,1,1,0,0,0,0,0,2,2,1,2,2,1,1,2,,,1,3,4,3930.112586
1038,2012,2,5,2,4,1,2,1,1,5,1,5,2,4,1,3,1,2,1,1,1,,,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,4,3,5,5,5,5,4,3,3,1,,1,2,2,4,1,2,2,2,4,3,1,0,0,0,0,0,0,1,1,2,1,2,2,2,2,2,,,,5,2445.580158
1039,2012,3,6,1,2,5,1,3,1,4,2,6,,10,1,2,1,2,2,2,2,2,,3,5,1,1,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,,,,,,,,,,2,,,,,,5,,,1,2,1,2,1,2,2,2,2,,,1,2,2,2,1,2,2,3,2,2,3,2,2,2,3,2,3,,5,4,4,5,1,3,1,,3,,,4,4,1,4,4,4,4,4,1,1,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,,1,3,5,3466.847027
